,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all
75,0.6974566562888744,0.6970764966577688,0.7002017024643553,0.69987299010013,0.698874293364754,0.6986964277751765,0.0012524373937032964,52,9.819351530075073,0.16100317528728136,0.9282817363739013,0.022875483900871806,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.005}",100,50,0.005,0.005
76,0.6904068173883114,0.6896845663384705,0.6927885574558722,0.6934907894654091,0.6909953753559086,0.6914732212007945,0.0014398285401790091,27,9.69939980506897,0.08578359361386019,0.8851433277130127,0.038329929123598075,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.02}",100,50,0.005,0.02
77,0.684262046298313,0.6832661900955624,0.6869710077464695,0.6876666269546403,0.685550604542915,0.68554329512758,0.0016354669478062705,4,9.732403182983399,0.21226943264907086,0.9032076835632324,0.0511665587806274,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.005, 'reg_all': 0.1}",100,50,0.005,0.1
78,0.6941035012311435,0.6934405509574315,0.6957751461944323,0.6974484575632367,0.6948767726855685,0.6951288857263626,0.001397391479819802,42,9.598755311965942,0.27458232764990814,0.8939418792724609,0.05185419049458164,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.02, 'reg_all': 0.005}",100,50,0.02,0.005
79,0.6893048692667639,0.6887607168295301,0.6920433939290235,0.6926408215325355,0.6911253604072084,0.6907750323930124,0.0015120507017817105,25,9.698278045654297,0.14711161223859456,0.8674212455749511,0.06188061360989085,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.02, 'reg_all': 0.02}",100,50,0.02,0.02
80,0.6940133061630361,0.6929176832038314,0.6963280888891277,0.6969122786989932,0.6947771789231072,0.6949897071756191,0.0014682886234453215,41,9.62942795753479,0.26378535024292243,0.8569717407226562,0.06106434567731746,"{'n_factors': 100, 'n_epochs': 50, 'lr_all': 0.02, 'reg_all': 0.1}",100,50,0.02,0.1
81,0.7286278087086423,0.7282626081992087,0.7307837650296579,0.7316541770713251,0.7302597407033424,0.7299176199424353,0.0012872887382477862,108,9.385261058807373,0.04005802471461525,0.8406006813049316,0.04499349392634009,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.001, 'reg_all': 0.005}",500,5,0.001,0.005
82,0.7284939344314934,0.7271812563624781,0.7308805989738445,0.7311392914039445,0.7288582424204231,0.7293106647184366,0.0014976437069631032,107,9.613211107254028,0.32953294119539017,0.9213844299316406,0.1015923994384112,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.001, 'reg_all': 0.02}",500,5,0.001,0.02
83,0.7263261797190048,0.7254601321798945,0.7285513172665791,0.729069205992154,0.7268579729036282,0.7272529616122522,0.0013574718548660318,106,9.432559633255005,0.07781151396990096,0.8644226551055908,0.0675483806733678,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.001, 'reg_all': 0.1}",500,5,0.001,0.1
84,0.7160175174952317,0.7171950879511235,0.7195818208622461,0.7202738058477411,0.7172616834565364,0.7180659831225757,0.0015983624756372113,104,9.449566650390626,0.14341757986040543,0.8987059116363525,0.04484612060159962,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.005}",500,5,0.005,0.005
85,0.7147623102557512,0.7137645214834049,0.7171065624987051,0.717420396420014,0.7155709988797692,0.7157249579075289,0.0013839832262502912,97,9.390002346038818,0.0834237594231798,0.8877177238464355,0.05933718176462617,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.02}",500,5,0.005,0.02
86,0.7112038669014357,0.710905325200616,0.7138457874783087,0.7146598358108026,0.7121680083519544,0.7125565647486234,0.0014692313631161165,86,9.351146984100343,0.07409508302505231,0.8554832458496093,0.023410280065912795,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.1}",500,5,0.005,0.1
87,0.7144707164765989,0.7141867740725821,0.717301463841761,0.7186537805464753,0.7163602197780831,0.7161945909431001,0.0016913477343176943,102,9.339369535446167,0.02408982666823948,0.9234228134155273,0.048581677109637476,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.005}",500,5,0.02,0.005
88,0.7074440438649682,0.7063316082216916,0.7098909299316056,0.7106009708499771,0.7078745505703858,0.7084284206877257,0.001583117168734709,83,9.346230697631835,0.04760320773070018,0.87728910446167,0.04739544220950501,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.02}",500,5,0.02,0.02
89,0.6996371254193114,0.6995706412390138,0.7026457447552125,0.7034722229548291,0.7009541070452039,0.7012559682827142,0.0015745071027156552,60,9.408898544311523,0.07297146436438912,0.8993553161621094,0.036905997398414325,"{'n_factors': 500, 'n_epochs': 5, 'lr_all': 0.02, 'reg_all': 0.1}",500,5,0.02,0.1
